Home Assistant notifications (Log started: 2021-11-26T15:17:00.061080+00:00)
--------------------------------------------------------------------------------
202111261717;5.7;23.3;
202111261718;5.7;23.3;
202111261719;5.7;23.3;
202111261720;5.7;23.2;
202111261721;5.7;23.2;
202111261722;5.7;23.2;
202111261723;5.7;23.2;
202111261724;5.7;23.3;
202111261726;5.7;23.3;
202111261727;5.7;23.3;
202111261728;5.7;23.2;
202111261729;5.7;23.2;
202111261730;5.7;23.2;
202111261731;5.7;23.2;
202111261732;5.7;23.2;
202111261733;5.7;23.2;
202111261734;5.7;23.2;
202111261735;5.7;23.2;
202111261736;5.7;23.2;
202111261737;5.7;23.2;
202111261738;5.7;23.2;
202111261739;5.7;23.1;
202111261740;5.7;23.2;
202111261741;5.7;23.2;
202111261742;5.7;23.2;
202111261743;5.7;23.2;
202111261744;5.7;23.2;
202111261745;5.7;23.2;
202111261746;5.7;23.2;
202111261747;5.7;23.2;
202111261748;5.7;23.2;
202111261749;5.7;23.2;
202111261750;5.7;23.2;
202111261751;5.7;23.2;
202111261752;5.7;23.2;
202111261753;5.7;23.2;
202111261754;5.7;23.2;
202111261755;5.7;23.2;
202111261756;5.7;23.2;
202111261757;5.7;23.2;
202111261758;5.7;23.2;
202111261759;5.7;23.2;
202111261800;5.7;23.2;
202111261801;5.7;23.1;
202111261802;5.7;23.1;
202111261803;5.7;23.2;
202111261804;5.7;23.2;
202111261805;5.7;23.2;
202111261806;5.7;23.1;
202111261807;5.7;23.1;
202111261808;5.7;23.1;
202111261809;5.7;23.2;
202111261810;5.7;23.1;
202111261811;5.7;23.1;
202111261812;5.7;23.2;
202111261813;5.7;23.2;
202111261814;5.7;23.2;
202111261815;5.7;23.2;
202111261816;5.7;23.2;
202111261817;5.7;23.1;
202111261818;5.7;23.1;
202111261819;5.7;23.1;
202111261820;5.7;23.1;
202111261821;5.7;23.2;
202111261822;5.7;23.2;
202111261823;5.7;23.2;
202111261824;5.7;23.2;
202111261825;5.7;23.1;
202111261826;5.7;23.1;
202111261827;4.9;23.1;
202111261828;4.9;23.1;
202111261829;4.9;23.1;
202111261830;4.9;23.1;
202111261831;4.9;23.1;
202111261832;4.9;23.1;
202111261833;4.9;23.1;
202111261834;4.9;23.1;
202111261835;4.9;23.2;
202111261836;4.9;23.1;
202111261837;4.9;23.1;
202111261838;4.9;23.1;
202111261839;4.9;23.2;
202111261840;4.9;23.2;
202111261841;4.9;23.1;
202111261842;4.9;23.1;
202111261843;4.9;23.1;
202111261844;4.9;23.2;
202111261845;4.9;23.1;
202111261846;4.9;23.1;
202111261847;4.9;23.2;
202111261848;4.9;23.2;
202111261849;4.9;23.2;
202111261850;4.9;23.1;
202111261851;4.9;23.1;
202111261852;4.9;23.1;
202111261853;4.9;23.1;
202111261854;4.9;23.2;
202111261855;4.9;23.2;
202111261856;4.9;23.2;
202111261857;4.9;23.1;
202111261858;4.9;23.1;
202111261859;4.9;23.2;
202111261900;4.9;23.2;
202111261901;4.9;23.2;
202111261902;4.9;23.2;
202111261903;4.9;23.1;
202111261904;4.9;23.1;
202111261905;4.9;23.1;
202111261906;4.9;23.1;
202111261907;4.9;23.1;
202111261908;4.9;23.1;
202111261909;4.9;23.1;
202111261910;4.9;23.1;
202111261911;4.9;23.1;
202111261912;4.9;23.2;
202111261913;4.9;23.2;
202111261914;4.9;23.1;
202111261915;4.9;23.1;
202111261916;4.9;23.1;
202111261917;4.9;23.1;
202111261918;4.9;23.1;
202111261919;4.9;23.1;
202111261920;4.9;23.2;
202111261921;4.9;23.2;
202111261922;4.9;23.2;
202111261923;4.9;23.2;
202111261924;4.9;23.2;
202111261925;4.9;23.2;
202111261926;4.9;23.2;
202111261927;4.9;23.2;
202111261928;4.7;23.2;
202111261929;4.7;23.2;
202111261930;4.7;23.2;
202111261931;4.7;23.2;
202111261932;4.7;23.1;
202111261933;4.7;23.1;
202111261934;4.7;23.1;
202111261935;4.7;23.2;
202111261936;4.7;23.2;
202111261937;4.7;23.1;
202111261938;4.7;23.2;
202111261939;4.7;23.2;
202111261940;4.7;23.2;
202111261941;4.7;23.2;
202111261942;4.7;23.2;
202111261943;4.7;23.2;
202111261944;4.7;23.2;
202111261945;4.7;23.2;
202111261946;4.7;23.2;
202111261947;4.7;23.2;
202111261948;4.7;23.2;
202111261949;4.7;23.1;
202111261950;4.7;23.2;
202111261951;4.7;23.2;
202111261952;4.7;23.2;
202111261953;4.7;23.2;
202111261954;4.7;23.2;
202111261955;4.7;23.2;
202111261956;4.7;23.2;
202111261957;4.7;23.2;
202111261958;4.7;23.2;
202111261959;4.7;23.2;
202111262000;4.7;23.2;
202111262001;4.7;23.2;
202111262002;4.7;23.2;
202111262003;4.7;23.2;
202111262004;4.7;23.1;
202111262005;4.7;23.1;
202111262006;4.7;23.1;
202111262007;4.7;23.1;
202111262008;4.7;23.1;
202111262009;4.7;23.1;
202111262010;4.7;23.0;
202111262011;4.7;23.0;
202111262012;4.7;23.1;
202111262013;4.7;23.1;
202111262014;4.7;23.1;
202111262015;4.7;23.1;
202111262016;4.7;23.1;
202111262017;4.7;23.0;
202111262018;4.7;23.0;
202111262019;4.7;23.1;
202111262020;4.7;23.1;
202111262021;4.7;23.1;
202111262022;4.7;23.0;
202111262023;4.7;23.0;
202111262024;4.7;23.0;
202111262025;4.7;23.0;
202111262026;4.7;23.0;
202111262027;4.7;23.0;
202111262028;4.7;23.0;
202111262029;5.1;23.0;
202111262030;5.1;23.0;
202111262031;5.1;23.0;
202111262032;5.1;23.0;
202111262033;5.1;23.0;
202111262034;5.1;23.0;
202111262035;5.1;23.0;
202111262036;5.1;23.0;
202111262037;5.1;23.0;
202111262038;5.1;23.0;
202111262039;5.1;23.0;
202111262040;5.1;23.0;
202111262041;5.1;23.0;
202111262042;5.1;23.0;
202111262043;5.1;23.0;
202111262044;5.1;23.0;
202111262045;5.1;23.0;
202111262046;5.1;23.0;
202111262047;5.1;23.1;
202111262048;5.1;23.0;
202111262049;5.1;23.1;
202111262050;5.1;23.1;
202111262051;5.1;23.1;
202111262052;5.1;23.1;
202111262053;5.1;23.1;
202111262054;5.1;23.1;
202111262055;5.1;23.1;
202111262056;5.1;23.2;
202111262057;5.1;23.2;
202111262058;5.1;23.2;
202111262059;5.1;23.2;
202111262100;5.1;23.2;
202111262101;5.1;23.2;
202111262102;5.1;23.3;
202111262103;5.1;23.3;
202111262104;5.1;23.3;
202111262105;5.1;23.2;
202111262106;5.1;23.3;
202111262107;5.1;23.3;
202111262108;5.1;23.3;
202111262109;5.1;23.3;
202111262110;5.1;23.3;
