Home Assistant notifications (Log started: 2021-11-26T15:26:00.048506+00:00)
--------------------------------------------------------------------------------
202111261726;39.4;21.8
202111261727;39.4;21.8
202111261728;39.4;21.7
202111261729;39.4;21.8
202111261730;39.4;21.8
202111261731;39.4;21.7
202111261732;39.4;21.7
202111261733;39.4;21.7
202111261734;39.4;21.7
202111261735;39.4;21.7
202111261736;39.4;21.7
202111261737;39.4;21.7
202111261738;39.4;21.7
202111261739;39.4;21.7
202111261740;39.4;21.7
202111261741;39.4;21.7
202111261742;39.4;21.7
202111261743;39.4;21.7
202111261744;39.4;21.7
202111261745;39.4;21.7
202111261746;39.4;21.7
202111261747;39.4;21.7
202111261748;39.4;21.7
202111261749;39.4;21.7
202111261750;39.4;21.7
202111261751;39.3;21.7
202111261752;39.3;21.7
202111261753;39.3;21.7
202111261754;39.3;21.7
202111261755;39.3;21.7
202111261756;39.3;21.7
202111261757;39.3;21.7
202111261758;39.3;21.7
202111261759;39.3;21.7
202111261800;39.3;21.7
202111261801;39.3;21.7
202111261802;39.3;21.7
202111261803;39.3;21.7
202111261804;39.3;21.7
202111261805;39.3;21.7
202111261806;39.3;21.7
202111261807;39.3;21.7
202111261808;39.3;21.7
202111261809;39.3;21.7
202111261810;39.3;21.7
202111261811;39.3;21.7
202111261812;39.3;21.7
202111261813;39.2;21.7
202111261814;39.2;21.7
202111261815;39.2;21.7
202111261816;39.2;21.6
202111261817;39.2;21.7
202111261818;39.2;21.7
202111261819;39.2;21.7
202111261820;39.2;21.7
202111261821;39.2;21.7
202111261822;39.2;21.7
202111261823;39.2;21.7
202111261824;39.2;21.7
202111261825;39.2;21.7
202111261826;39.2;21.7
202111261827;39.2;21.6
202111261828;39.2;21.7
202111261829;39.2;21.6
202111261830;39.2;21.6
202111261831;39.2;21.6
202111261832;39.3;21.6
202111261833;39.3;21.6
202111261834;39.3;21.6
202111261835;39.3;21.6
202111261836;39.3;21.7
202111261837;39.3;21.7
202111261838;39.3;21.7
202111261839;39.3;21.7
202111261840;39.3;21.7
202111261841;39.3;21.6
202111261842;39.3;21.6
202111261843;39.3;21.6
202111261844;39.3;21.7
202111261845;39.3;21.7
202111261846;39.3;21.6
202111261847;39.3;21.7
202111261848;39.3;21.6
202111261849;39.3;21.6
202111261850;39.3;21.6
202111261851;39.3;21.6
202111261852;39.3;21.6
202111261853;39.3;21.6
202111261854;39.3;21.6
202111261855;39.4;21.6
202111261856;39.4;21.6
202111261857;39.4;21.6
202111261858;39.4;21.6
202111261859;39.4;21.6
202111261900;39.4;21.6
202111261901;39.5;21.6
202111261902;39.5;21.6
202111261903;39.4;21.6
202111261904;39.4;21.6
202111261905;39.4;21.6
202111261906;39.4;21.6
202111261907;39.4;21.6
202111261908;39.4;21.6
202111261909;39.4;21.6
202111261910;39.4;21.6
202111261911;39.4;21.6
202111261912;39.4;21.6
202111261913;39.3;21.6
202111261914;39.3;21.6
202111261915;39.3;21.6
202111261916;39.3;21.6
202111261917;39.3;21.6
202111261918;39.3;21.6
202111261919;39.3;21.6
202111261920;39.3;21.6
202111261921;39.3;21.6
202111261922;39.4;21.6
202111261923;39.3;21.6
202111261924;39.3;21.6
202111261925;39.3;21.6
202111261926;39.3;21.6
202111261927;39.2;21.6
202111261928;39.2;21.6
202111261929;39.2;21.6
202111261930;39.3;21.6
202111261931;39.3;21.6
202111261932;39.2;21.6
202111261933;39.3;21.6
202111261934;39.3;21.6
202111261935;39.3;21.6
202111261936;39.2;21.6
202111261937;39.2;21.6
202111261938;39.2;21.5
202111261939;39.2;21.5
202111261940;39.2;21.6
202111261941;39.2;21.6
202111261942;39.2;21.6
202111261943;39.2;21.6
202111261944;39.2;21.6
202111261945;39.2;21.6
202111261946;39.2;21.6
202111261947;39.2;21.6
202111261948;39.2;21.6
202111261949;39.2;21.6
202111261950;39.2;21.6
202111261951;39.2;21.6
202111261952;39.2;21.6
202111261953;39.2;21.6
202111261954;39.3;21.6
202111261955;39.3;21.6
202111261956;39.3;21.6
202111261957;39.2;21.6
202111261958;39.3;21.6
202111261959;39.3;21.6
202111262000;39.3;21.6
202111262001;39.3;21.6
202111262002;39.3;21.6
202111262003;39.3;21.6
202111262004;39.3;21.6
202111262005;39.3;21.6
202111262006;39.3;21.6
202111262007;39.3;21.7
202111262008;39.3;21.7
202111262009;39.3;21.7
202111262010;39.3;21.7
202111262011;39.3;21.7
202111262012;39.3;21.7
202111262013;39.3;21.7
202111262014;39.3;21.7
202111262015;39.3;21.8
202111262016;39.4;21.8
202111262017;39.4;21.8
202111262018;39.4;21.8
202111262019;39.3;21.8
202111262020;39.3;21.8
202111262021;39.3;21.8
202111262022;39.3;21.9
202111262023;39.3;21.8
202111262024;39.3;21.9
202111262025;39.4;21.8
202111262026;39.3;21.8
202111262027;39.3;21.8
202111262028;39.3;21.8
202111262029;39.3;21.9
202111262030;39.3;21.8
202111262031;39.4;21.8
202111262032;39.3;21.8
202111262033;39.3;21.8
202111262034;39.3;21.8
202111262035;39.3;21.9
202111262036;39.4;21.9
202111262037;39.3;21.9
202111262038;39.3;21.9
202111262039;39.3;21.9
202111262040;39.3;21.9
202111262041;39.4;21.9
202111262042;39.4;21.9
202111262043;39.4;21.8
202111262044;39.4;21.8
202111262045;39.4;21.8
202111262046;39.4;21.8
202111262047;39.4;21.8
202111262048;39.4;21.9
202111262049;39.4;21.9
202111262050;39.4;21.9
202111262051;39.4;21.9
202111262052;39.4;21.9
202111262053;39.4;21.9
202111262054;39.4;21.9
202111262055;39.4;21.9
202111262056;39.4;21.9
202111262057;39.4;21.9
202111262058;39.4;21.9
202111262059;39.4;21.9
202111262100;39.4;21.9
202111262101;39.4;21.9
202111262102;39.4;21.8
202111262103;39.4;21.9
202111262104;39.3;21.9
202111262105;39.4;21.9
202111262106;39.4;21.9
202111262107;39.4;21.9
202111262108;39.4;21.9
202111262109;39.4;21.9
202111262110;39.3;21.9
202111262111;39.4;21.9
202111262112;39.4;21.9
202111262113;39.3;21.9
202111262114;39.3;21.9
202111262115;39.3;21.9
202111262116;39.3;21.9
202111262117;39.3;21.9
202111262118;39.3;21.9
202111262119;39.3;21.9
202111262120;39.3;21.9
202111262121;39.2;21.9
202111262122;39.2;21.9
202111262123;39.3;21.9
202111262124;39.3;21.9
202111262125;39.3;21.9
202111262126;39.3;21.9
202111262127;39.3;21.9
202111262128;39.3;21.9
202111262129;39.3;21.9
202111262130;39.3;21.9
202111262131;39.3;21.9
202111262132;39.3;21.9
202111262133;39.3;21.9
202111262134;39.3;21.9
202111262135;39.3;21.9
202111262136;39.3;21.9
202111262137;39.3;21.9
202111262138;39.3;21.9
202111262139;39.3;21.9
202111262140;39.3;21.9
202111262141;39.4;21.9
202111262142;39.4;21.9
202111262143;39.4;21.9
202111262144;39.4;21.9
202111262145;39.4;21.9
202111262146;39.4;21.9
202111262147;39.4;21.9
202111262148;39.4;21.9
202111262149;39.4;21.9
202111262150;39.4;21.9
202111262151;39.3;21.9
202111262152;39.4;21.9
202111262153;39.4;21.9
202111262154;39.3;21.9
202111262155;39.3;21.9
202111262156;39.3;21.9
202111262157;39.4;21.9
202111262158;39.3;21.9
202111262159;39.3;21.9
202111262200;39.3;21.9
202111262201;39.3;21.9
202111262202;39.3;21.9
202111262203;39.3;21.9
202111262204;39.3;21.9
202111262205;39.3;21.9
202111262206;39.2;21.9
202111262207;39.2;21.9
202111262208;39.2;21.9
202111262209;39.2;21.9
202111262210;39.2;21.9
202111262211;39.2;21.9
202111262212;39.2;21.9
202111262213;39.2;21.9
202111262214;39.2;21.9
202111262215;39.2;21.9
202111262216;39.2;21.9
202111262217;39.2;21.9
202111262218;39.2;21.9
202111262219;39.2;21.9
202111262220;39.2;21.9
